Support Ticket ID,Product,Customer,Status,Priority,CSAT Score,TTR (hours),Created Date,Resolved Date,Comments
SUP-11123,FNC,Alpha03,In Progress,Medium,2,167,2025-07-30,2025-07-29,Excellent support
SUP-11124,FNB,Echo01,Open,Medium,4,19,2023-01-02,2023-11-26,Helpful and responsive
SUP-11125,FNA,Papa04,Closed,Medium,1,70,2024-10-24,2025-05-07,Unclear communication
SUP-11126,FNC,Sierra03,Pending,Urgent,5,143,2025-02-12,2023-05-25,Need follow-up
SUP-11127,FNA,Victor04,Open,Low,3,63,2025-03-06,2025-04-09,Need follow-up
SUP-11128,FNC,Yankee04,Pending,Urgent,4,23,2024-10-08,2024-04-23,Pending customer feedback
SUP-11129,FNC,India01,Pending,Urgent,3,150,2025-07-24,2024-10-22,Customer waited too long
SUP-11130,FNC,Hotel04,Open,Medium,5,153,2023-11-17,2024-06-30,Product feature missing
SUP-11131,FNB,Golf01,Pending,Urgent,5,108,2023-01-10,2023-03-28,Slow response time
SUP-11132,FNA,Whiskey03,Pending,Urgent,5,114,2025-01-04,2025-03-24,Excellent support
SUP-11133,FNB,Lima03,Closed,High,4,14,2023-01-27,2024-11-21,Helpful and responsive
SUP-11134,FNB,Kilo03,In Progress,Medium,4,159,2025-02-25,2023-07-14,Slow response time
SUP-11135,FNC,Uniform01,In Progress,High,4,20,2024-11-21,2024-05-29,Issue resolved quickly
SUP-11136,FNC,Uniform01,Pending,Medium,1,58,2025-03-10,2024-08-29,Resolved after escalation
SUP-11137,FNA,Oscar01,In Progress,Medium,1,33,2025-01-23,2024-11-19,Excellent support
SUP-11138,FNC,Juliet04,Open,Medium,1,96,2024-10-15,2023-09-21,Helpful and responsive
SUP-11139,FNB,Quebec04,Closed,High,2,82,2023-03-21,2024-12-06,Helpful and responsive
SUP-11140,FNA,Uniform02,Pending,Low,1,64,2023-06-23,2023-03-27,Excellent support
SUP-11141,FNB,Sierra03,Open,Low,3,132,2023-04-05,2023-07-12,Unclear communication
SUP-11142,FNB,Kilo01,Pending,High,3,140,2024-10-15,2024-06-25,Need follow-up
SUP-11143,FNC,Juliet04,Open,Urgent,5,51,2024-06-15,2023-08-10,Need follow-up
SUP-11144,FNB,Sierra04,Pending,Medium,1,83,2023-01-18,2024-10-05,Pending customer feedback
SUP-11145,FNC,Juliet01,Open,Urgent,1,164,2023-08-24,2024-09-29,Pending customer feedback
SUP-11146,FNB,Sierra02,Open,Urgent,5,17,2024-08-11,2023-01-21,Product feature missing
SUP-11147,FNC,Delta03,In Progress,Low,2,44,2025-01-25,2023-04-30,Slow response time
SUP-11148,FNA,Oscar02,Closed,Low,3,142,2025-07-11,2025-02-24,Resolved after escalation
SUP-11149,FNC,Oscar02,Closed,High,1,18,2023-12-24,2023-03-21,Issue resolved quickly
SUP-11150,FNC,Charlie03,Pending,Medium,4,150,2025-03-07,2023-09-22,Issue resolved quickly
SUP-11151,FNC,Yankee02,Pending,High,5,25,2024-02-03,2023-05-30,Helpful and responsive
SUP-11152,FNC,Yankee03,In Progress,Medium,3,106,2023-01-04,2025-04-22,Unclear communication
SUP-11153,FNB,Bravo04,Open,Urgent,3,128,2024-04-06,2023-02-25,Unclear communication
SUP-11154,FNA,Hotel03,Closed,Urgent,2,137,2023-08-25,2023-10-25,Need follow-up
SUP-11155,FNA,Delta03,Open,Medium,5,84,2023-07-26,2024-07-05,Customer waited too long
SUP-11156,FNA,Xray01,Open,Low,3,116,2023-02-20,2025-05-07,Customer waited too long
SUP-11157,FNB,Tango03,Closed,High,1,143,2025-03-03,2025-03-05,Pending customer feedback
SUP-11158,FNC,Papa04,Pending,Urgent,3,164,2024-05-07,2023-04-19,Product feature missing
SUP-11159,FNB,Hotel03,In Progress,Low,3,46,2024-11-14,2023-02-19,Issue resolved quickly
SUP-11160,FNC,Bravo03,Closed,High,4,68,2023-05-22,2023-09-07,Excellent support
SUP-11161,FNB,Xray02,Open,Urgent,3,132,2024-09-19,2025-07-20,Issue resolved quickly
SUP-11162,FNC,Whiskey01,In Progress,Medium,4,120,2023-06-10,2024-03-23,Resolved after escalation
SUP-11163,FNA,Tango03,Open,Low,5,72,2024-09-07,2024-06-01,Helpful and responsive
SUP-11164,FNA,Tango01,Open,Urgent,4,162,2023-05-30,2024-12-16,Customer waited too long
SUP-11165,FNA,Sierra02,In Progress,Urgent,3,97,2024-01-26,2024-02-01,Excellent support
SUP-11166,FNA,Echo03,In Progress,Low,3,48,2025-01-06,2023-05-02,Unclear communication
SUP-11167,FNA,Mike01,Closed,Medium,4,121,2023-10-27,2025-01-18,Issue resolved quickly
SUP-11168,FNA,Delta03,In Progress,High,2,101,2025-01-17,2025-07-16,Resolved after escalation
SUP-11169,FNB,Alpha03,In Progress,Urgent,3,140,2024-11-07,2024-03-02,Unclear communication
SUP-11170,FNA,Echo02,Open,Urgent,4,124,2025-05-11,2023-08-19,Unclear communication
SUP-11171,FNC,Foxtrot02,In Progress,Medium,2,37,2024-05-21,2023-08-09,Helpful and responsive
SUP-11172,FNA,Xray04,Pending,Medium,5,74,2025-04-08,2024-01-07,Unclear communication
SUP-11173,FNA,Xray03,Open,Urgent,3,141,2024-03-09,2023-10-26,Pending customer feedback
SUP-11174,FNC,Sierra02,Pending,Low,5,69,2024-07-23,2025-05-25,Customer waited too long
SUP-11175,FNA,Lima01,In Progress,Medium,4,129,2023-06-02,2024-11-02,Excellent support
SUP-11176,FNB,Foxtrot01,In Progress,Urgent,4,25,2025-01-02,2023-10-16,Helpful and responsive
SUP-11177,FNB,India02,Open,Urgent,4,141,2025-07-25,2023-05-21,Customer waited too long
SUP-11178,FNC,Xray01,In Progress,Urgent,2,122,2025-03-29,2024-09-16,Product feature missing
SUP-11179,FNA,Sierra02,Open,High,3,11,2023-02-11,2024-06-30,Pending customer feedback
SUP-11180,FNC,Golf04,Pending,Medium,2,63,2024-06-20,2024-05-06,Pending customer feedback
SUP-11181,FNA,November02,Pending,Urgent,5,115,2024-01-28,2024-04-10,Product feature missing
SUP-11182,FNA,Charlie02,Closed,Medium,2,29,2023-01-07,2023-02-16,Slow response time
SUP-11183,FNA,Hotel04,Pending,Urgent,3,29,2024-03-01,2023-06-20,Issue resolved quickly
SUP-11184,FNC,Tango02,Closed,High,5,136,2024-06-17,2023-05-23,Pending customer feedback
SUP-11185,FNB,Hotel04,Closed,Medium,2,9,2025-02-13,2023-04-21,Unclear communication
SUP-11186,FNA,Mike04,Open,Medium,4,39,2024-03-19,2024-04-27,Helpful and responsive
SUP-11187,FNC,Hotel02,In Progress,Urgent,2,99,2024-02-16,2024-03-31,Product feature missing
SUP-11188,FNB,November04,Open,Medium,2,41,2023-02-27,2023-12-07,Product feature missing
SUP-11189,FNC,Romeo04,In Progress,Urgent,4,153,2023-04-07,2024-05-14,Customer waited too long
SUP-11190,FNC,Echo03,Open,High,3,97,2024-06-03,2024-07-06,Need follow-up
SUP-11191,FNB,Foxtrot02,Pending,Urgent,4,92,2024-07-02,2024-09-16,Pending customer feedback
SUP-11192,FNB,Victor04,Open,Urgent,4,114,2024-06-24,2024-11-11,Resolved after escalation
SUP-11193,FNB,Golf04,Pending,High,3,62,2024-06-20,2024-03-23,Pending customer feedback
SUP-11194,FNC,Kilo01,Open,Urgent,1,19,2024-05-21,2024-09-12,Customer waited too long
SUP-11195,FNA,Kilo03,Closed,Urgent,2,32,2025-07-19,2025-03-26,Slow response time
SUP-11196,FNA,Romeo01,Pending,Medium,4,80,2024-12-20,2023-07-04,Issue resolved quickly
SUP-11197,FNA,Sierra01,Open,Medium,3,153,2023-11-14,2024-05-27,Pending customer feedback
SUP-11198,FNC,Romeo04,Pending,High,3,127,2024-07-02,2024-12-02,Issue resolved quickly
SUP-11199,FNB,Oscar03,Open,Urgent,1,142,2024-10-13,2023-06-22,Need follow-up
SUP-11200,FNC,November04,In Progress,High,5,165,2024-06-11,2024-08-04,Unclear communication
SUP-11201,FNA,Uniform02,Pending,Medium,2,114,2023-01-04,2025-05-10,Slow response time
SUP-11202,FNA,Juliet04,Closed,Urgent,3,102,2024-07-03,2025-05-19,Resolved after escalation
SUP-11203,FNA,Tango01,In Progress,High,1,66,2024-12-20,2023-11-18,Slow response time
SUP-11204,FNB,Romeo02,In Progress,Medium,2,138,2024-08-13,2023-08-25,Resolved after escalation
SUP-11205,FNB,Delta04,Closed,Low,1,127,2024-04-12,2025-01-30,Product feature missing
SUP-11206,FNA,Echo02,Pending,Urgent,5,133,2024-08-16,2025-03-06,Excellent support
SUP-11207,FNA,Kilo02,Pending,High,4,159,2023-01-19,2023-10-06,Resolved after escalation
SUP-11208,FNA,Uniform01,Pending,Low,2,66,2025-02-25,2023-11-12,Need follow-up
SUP-11209,FNA,Alpha02,Open,Urgent,3,111,2024-07-28,2024-07-25,Unclear communication
SUP-11210,FNC,Uniform02,In Progress,Medium,4,128,2023-02-09,2025-07-14,Slow response time
SUP-11211,FNA,Papa04,Closed,High,3,67,2024-10-12,2023-09-14,Slow response time
SUP-11212,FNC,Charlie03,Closed,Urgent,4,65,2023-12-01,2023-01-24,Helpful and responsive
SUP-11213,FNA,November03,Open,High,1,19,2025-01-07,2023-02-11,Issue resolved quickly
SUP-11214,FNA,Alpha02,Open,Urgent,3,10,2024-11-02,2024-08-30,Pending customer feedback
SUP-11215,FNB,Alpha02,Closed,Urgent,5,64,2025-01-14,2024-03-02,Pending customer feedback
SUP-11216,FNC,Oscar01,In Progress,Low,4,123,2024-12-26,2024-05-02,Helpful and responsive
SUP-11217,FNA,Echo02,Closed,Urgent,1,119,2023-04-24,2023-05-16,Pending customer feedback
SUP-11218,FNB,Victor02,Open,High,2,44,2023-04-27,2024-07-22,Need follow-up
SUP-11219,FNA,Delta04,In Progress,Urgent,5,146,2023-07-04,2024-04-27,Slow response time
SUP-11220,FNC,Golf03,In Progress,Urgent,1,54,2023-04-29,2023-02-13,Need follow-up
SUP-11221,FNB,Echo01,Closed,Low,2,65,2025-03-02,2024-12-09,Unclear communication
SUP-11222,FNB,November02,Open,High,4,69,2024-12-16,2024-09-19,Need follow-up
SUP-11223,FNA,Echo01,Open,Medium,2,69,2025-07-04,2023-10-03,Need follow-up
SUP-11224,FNC,Bravo02,Pending,Low,2,11,2023-08-14,2023-08-21,Slow response time
SUP-11225,FNA,Yankee01,Closed,High,1,33,2025-06-24,2024-09-21,Issue resolved quickly
SUP-11226,FNB,Delta01,Pending,Low,2,165,2023-12-17,2023-03-04,Resolved after escalation
SUP-11227,FNA,Bravo02,In Progress,Low,5,112,2024-05-13,2025-03-27,Helpful and responsive
SUP-11228,FNA,Whiskey02,Pending,Urgent,3,72,2024-01-24,2023-03-16,Helpful and responsive
SUP-11229,FNC,Uniform03,Open,Medium,1,66,2025-06-15,2023-03-29,Issue resolved quickly
SUP-11230,FNC,Echo03,Pending,Low,4,19,2023-01-29,2023-03-26,Unclear communication
SUP-11231,FNA,Papa01,Closed,High,2,116,2024-07-15,2023-06-10,Helpful and responsive
SUP-11232,FNC,Whiskey02,In Progress,Low,5,69,2024-05-11,2024-09-06,Helpful and responsive
SUP-11233,FNB,Victor02,Closed,Medium,3,150,2025-01-08,2024-05-31,Product feature missing
SUP-11234,FNC,Charlie03,In Progress,Low,2,12,2024-02-27,2024-04-18,Pending customer feedback
SUP-11235,FNB,Victor02,In Progress,Urgent,3,58,2024-02-21,2023-08-10,Customer waited too long
SUP-11236,FNA,Xray04,Open,Urgent,3,55,2024-08-04,2024-09-23,Helpful and responsive
SUP-11237,FNA,Bravo03,Open,High,2,142,2025-06-16,2024-04-25,Pending customer feedback
SUP-11238,FNA,Victor02,Pending,Low,2,43,2025-05-26,2024-05-08,Slow response time
SUP-11239,FNA,Bravo02,Closed,Medium,3,100,2024-03-30,2025-06-28,Unclear communication
SUP-11240,FNA,Delta03,Pending,Medium,3,137,2023-06-26,2025-07-23,Need follow-up
SUP-11241,FNC,Juliet02,Pending,Low,2,153,2025-04-27,2023-08-01,Issue resolved quickly
SUP-11242,FNC,Kilo01,Closed,High,5,104,2025-06-19,2024-03-11,Customer waited too long
SUP-11243,FNA,November04,In Progress,Low,4,57,2024-04-23,2025-06-12,Product feature missing
SUP-11244,FNB,Echo02,Pending,Urgent,2,51,2023-12-30,2025-07-25,Slow response time
SUP-11245,FNC,India03,Closed,Urgent,2,107,2024-10-18,2024-12-12,Excellent support
SUP-11246,FNA,Yankee02,Open,High,4,81,2025-03-07,2023-10-08,Customer waited too long
SUP-11247,FNA,Lima01,Open,Urgent,2,15,2025-06-12,2024-05-20,Helpful and responsive
SUP-11248,FNC,Hotel01,In Progress,High,1,72,2025-06-30,2024-10-15,Resolved after escalation
SUP-11249,FNB,Romeo01,In Progress,Low,4,130,2023-08-15,2025-06-17,Unclear communication
SUP-11250,FNC,Victor04,Closed,Low,5,5,2024-11-07,2024-04-16,Slow response time
SUP-11251,FNA,Hotel04,Open,Medium,2,48,2025-06-02,2024-11-27,Resolved after escalation
SUP-11252,FNC,Xray02,Closed,Low,2,2,2024-03-20,2024-02-06,Unclear communication
SUP-11253,FNB,Bravo01,Open,Medium,5,129,2023-09-04,2023-10-14,Excellent support
SUP-11254,FNC,Kilo04,Open,Urgent,5,75,2023-03-16,2024-07-16,Product feature missing
SUP-11255,FNB,Yankee02,Pending,Urgent,5,77,2025-04-28,2023-07-21,Unclear communication
SUP-11256,FNC,Mike02,In Progress,High,1,76,2024-07-30,2024-09-06,Unclear communication
SUP-11257,FNC,Uniform02,Pending,Urgent,1,106,2023-09-08,2024-12-08,Product feature missing
SUP-11258,FNC,Yankee04,Pending,Medium,2,111,2024-04-10,2023-07-13,Slow response time
SUP-11259,FNA,Foxtrot01,Pending,Medium,4,112,2023-08-06,2023-02-22,Helpful and responsive
SUP-11260,FNC,Foxtrot02,Pending,Medium,4,78,2023-03-03,2024-08-20,Slow response time
SUP-11261,FNC,Papa01,Open,Low,3,99,2024-08-23,2025-04-04,Unclear communication
SUP-11262,FNC,Juliet03,Closed,Low,3,156,2024-02-27,2025-03-31,Resolved after escalation
SUP-11263,FNA,Victor01,In Progress,High,2,107,2025-05-20,2024-09-02,Need follow-up
SUP-11264,FNC,Yankee03,In Progress,Urgent,5,121,2024-04-08,2024-09-03,Helpful and responsive
SUP-11265,FNA,Bravo01,In Progress,High,3,62,2023-06-25,2024-10-17,Customer waited too long
SUP-11266,FNC,India01,Pending,Medium,3,33,2024-11-05,2024-03-29,Unclear communication
SUP-11267,FNB,Romeo03,Closed,Medium,1,38,2025-05-26,2024-04-01,Unclear communication
SUP-11268,FNC,Foxtrot04,Closed,Low,5,9,2023-11-22,2024-03-19,Resolved after escalation
SUP-11269,FNA,Juliet03,Open,High,2,69,2024-08-12,2023-05-05,Need follow-up
SUP-11270,FNA,Romeo04,Closed,High,5,162,2023-02-13,2024-12-13,Need follow-up
SUP-11271,FNA,Delta03,Open,High,2,131,2025-02-16,2025-03-07,Issue resolved quickly
SUP-11272,FNA,Romeo02,Closed,Low,2,18,2025-02-08,2025-06-25,Resolved after escalation
SUP-11273,FNC,Bravo01,Closed,Medium,1,30,2025-06-10,2023-05-03,Pending customer feedback
SUP-11274,FNA,Victor03,Open,Low,3,64,2024-12-14,2025-02-26,Slow response time
SUP-11275,FNC,Lima04,Open,High,2,143,2024-06-08,2023-08-19,Customer waited too long
SUP-11276,FNB,Echo04,Closed,Medium,2,43,2024-02-17,2025-04-05,Product feature missing
SUP-11277,FNA,Sierra04,Open,Medium,2,68,2025-02-06,2025-06-30,Unclear communication
SUP-11278,FNA,Foxtrot01,In Progress,Urgent,2,89,2023-03-10,2023-09-02,Customer waited too long
SUP-11279,FNA,Victor02,Pending,High,5,84,2023-07-24,2023-09-06,Unclear communication
SUP-11280,FNC,Whiskey01,Closed,Medium,5,88,2025-02-10,2024-04-02,Pending customer feedback
SUP-11281,FNB,Charlie04,Pending,High,1,126,2023-05-31,2023-08-11,Issue resolved quickly
SUP-11282,FNC,Quebec02,In Progress,High,4,151,2023-05-03,2024-08-31,Need follow-up
SUP-11283,FNB,Hotel02,Pending,Low,3,64,2023-12-04,2023-07-01,Slow response time
SUP-11284,FNA,Bravo03,Open,Urgent,2,25,2023-01-07,2023-09-17,Helpful and responsive
SUP-11285,FNC,Oscar02,In Progress,Urgent,4,148,2023-06-12,2023-05-07,Issue resolved quickly
SUP-11286,FNC,Echo02,Closed,Urgent,4,78,2025-05-12,2024-07-30,Product feature missing
SUP-11287,FNB,Oscar04,In Progress,Medium,4,34,2025-06-16,2023-12-12,Resolved after escalation
SUP-11288,FNC,Echo02,Open,High,2,122,2024-05-03,2023-01-28,Excellent support
SUP-11289,FNA,Whiskey04,Open,High,3,151,2023-04-29,2023-12-15,Resolved after escalation
SUP-11290,FNC,Lima04,Open,Medium,3,144,2023-02-05,2024-10-29,Excellent support
SUP-11291,FNB,India02,In Progress,High,2,114,2023-12-01,2024-08-11,Need follow-up
SUP-11292,FNC,Romeo04,Pending,Low,1,94,2025-03-27,2023-07-26,Resolved after escalation
SUP-11293,FNA,Uniform03,Pending,Low,1,136,2023-03-09,2024-08-30,Resolved after escalation
SUP-11294,FNC,Bravo02,In Progress,Low,4,37,2023-11-27,2023-07-01,Helpful and responsive
SUP-11295,FNC,Lima01,In Progress,High,2,130,2023-03-28,2025-03-07,Pending customer feedback
SUP-11296,FNC,Oscar04,Pending,Low,1,68,2025-02-19,2023-09-10,Product feature missing
SUP-11297,FNC,Romeo03,In Progress,Low,5,22,2025-06-21,2025-05-31,Unclear communication
SUP-11298,FNB,Uniform04,Closed,Medium,3,131,2025-01-20,2023-12-02,Slow response time
SUP-11299,FNA,Foxtrot04,Pending,High,5,56,2023-09-04,2023-12-27,Customer waited too long
SUP-11300,FNB,Xray01,Closed,Low,5,92,2024-03-09,2024-11-11,Need follow-up
SUP-11301,FNC,Whiskey04,Open,Low,1,118,2023-09-11,2025-06-02,Pending customer feedback
SUP-11302,FNA,Romeo01,Pending,High,3,46,2024-05-30,2023-03-11,Slow response time
SUP-11303,FNB,Echo01,In Progress,High,5,140,2025-04-28,2023-12-28,Resolved after escalation
SUP-11304,FNC,Yankee04,Closed,High,3,28,2023-01-21,2024-03-07,Resolved after escalation
SUP-11305,FNB,Papa02,Pending,Low,5,157,2024-01-10,2025-05-16,Resolved after escalation
SUP-11306,FNC,India01,Open,Medium,3,161,2024-02-07,2024-01-24,Product feature missing
SUP-11307,FNA,Papa02,Open,Medium,2,165,2025-01-02,2024-06-24,Need follow-up
SUP-11308,FNC,Bravo02,Pending,High,1,115,2023-05-18,2024-06-23,Unclear communication
SUP-11309,FNB,Alpha03,Open,Low,2,116,2023-01-10,2023-03-15,Pending customer feedback
SUP-11310,FNC,Sierra02,Open,Low,3,101,2025-06-26,2023-07-17,Slow response time
SUP-11311,FNA,November02,In Progress,Urgent,1,65,2024-04-23,2024-03-04,Customer waited too long
SUP-11312,FNB,Charlie03,Closed,Medium,1,62,2025-03-14,2025-03-08,Unclear communication
SUP-11313,FNB,Victor03,In Progress,High,4,22,2024-07-30,2024-10-23,Issue resolved quickly
SUP-11314,FNB,Lima02,In Progress,High,2,138,2024-04-06,2024-08-30,Unclear communication
SUP-11315,FNB,Alpha04,In Progress,High,5,88,2025-04-18,2024-10-24,Unclear communication
SUP-11316,FNB,Bravo03,In Progress,Low,1,22,2024-12-28,2024-12-03,Customer waited too long
SUP-11317,FNA,Golf02,Closed,Low,5,159,2025-01-24,2024-08-17,Need follow-up
SUP-11318,FNB,Yankee01,Open,High,2,146,2025-07-29,2024-04-06,Product feature missing
SUP-11319,FNC,India03,Pending,Urgent,4,120,2025-03-14,2025-05-28,Unclear communication
SUP-11320,FNB,Golf04,Open,Low,1,125,2023-07-28,2024-10-27,Excellent support
SUP-11321,FNB,Kilo01,Open,Medium,4,100,2023-10-08,2023-05-16,Product feature missing
SUP-11322,FNC,Mike02,Pending,Medium,4,119,2025-01-24,2024-02-04,Excellent support
SUP-11323,FNA,Yankee03,Open,High,3,69,2023-11-29,2025-03-15,Resolved after escalation
SUP-11324,FNB,Juliet03,Pending,Low,4,42,2025-05-04,2024-11-28,Need follow-up
SUP-11325,FNA,Tango04,Open,High,5,7,2024-07-23,2025-07-27,Resolved after escalation
SUP-11326,FNC,Charlie02,Closed,Urgent,4,72,2023-07-29,2024-09-26,Unclear communication
SUP-11327,FNA,Romeo03,Closed,Low,3,136,2025-01-22,2025-05-11,Need follow-up
SUP-11328,FNC,Bravo03,Closed,Medium,2,111,2023-06-23,2023-06-19,Unclear communication
SUP-11329,FNA,Golf01,Open,Low,1,55,2023-04-11,2025-06-25,Helpful and responsive
SUP-11330,FNA,Romeo01,Closed,Medium,2,100,2024-02-13,2024-09-20,Pending customer feedback
SUP-11331,FNB,Whiskey02,In Progress,Medium,3,87,2024-01-05,2024-10-23,Issue resolved quickly
SUP-11332,FNC,Hotel02,Pending,Medium,5,143,2024-01-02,2025-06-26,Resolved after escalation
SUP-11333,FNC,Charlie03,Closed,Urgent,1,160,2024-05-11,2024-04-11,Slow response time
SUP-11334,FNB,Romeo03,Open,Medium,5,17,2023-04-26,2024-10-01,Unclear communication
SUP-11335,FNA,Juliet03,In Progress,Urgent,2,77,2024-06-19,2023-07-07,Excellent support
SUP-11336,FNA,Golf02,Closed,Low,1,165,2024-07-06,2024-02-07,Customer waited too long
SUP-11337,FNA,Oscar01,Closed,High,5,105,2024-03-13,2024-04-26,Customer waited too long
SUP-11338,FNA,November03,Closed,Low,1,39,2024-04-07,2023-01-19,Helpful and responsive
SUP-11339,FNA,Yankee04,Open,High,2,111,2023-09-30,2024-04-29,Customer waited too long
SUP-11340,FNC,Foxtrot02,Pending,Medium,5,81,2024-07-20,2023-06-03,Customer waited too long
SUP-11341,FNA,Charlie04,Pending,Medium,1,32,2024-09-03,2025-04-13,Pending customer feedback
SUP-11342,FNB,Papa04,In Progress,Medium,1,54,2025-01-28,2023-04-25,Unclear communication
SUP-11343,FNB,Victor02,Pending,Urgent,5,162,2024-01-15,2023-08-17,Pending customer feedback
SUP-11344,FNA,Quebec02,Closed,Medium,2,109,2025-04-30,2023-10-23,Resolved after escalation
SUP-11345,FNA,Oscar04,Pending,Urgent,3,158,2025-03-22,2024-09-15,Pending customer feedback
SUP-11346,FNB,Papa02,Pending,Urgent,1,17,2023-01-19,2024-03-26,Product feature missing
SUP-11347,FNC,Mike04,Pending,Low,5,22,2023-06-09,2025-03-04,Excellent support
SUP-11348,FNB,Papa02,Closed,Low,5,123,2024-01-15,2023-10-18,Resolved after escalation
SUP-11349,FNB,Sierra04,Closed,Medium,5,125,2024-04-23,2023-11-10,Excellent support
SUP-11350,FNC,Quebec01,Pending,Urgent,3,147,2023-09-14,2024-04-29,Slow response time
SUP-11351,FNA,Delta03,Closed,Urgent,4,99,2025-02-03,2023-05-03,Product feature missing
SUP-11352,FNB,Juliet04,Closed,Low,5,62,2024-09-14,2023-10-30,Need follow-up
SUP-11353,FNC,Bravo03,Pending,High,3,4,2024-06-01,2024-10-12,Product feature missing
SUP-11354,FNB,November03,Closed,High,4,44,2025-06-01,2025-06-01,Need follow-up
SUP-11355,FNC,Juliet01,Pending,High,3,76,2025-04-20,2023-12-23,Slow response time
SUP-11356,FNB,Victor02,Closed,Low,5,88,2024-06-01,2023-10-07,Helpful and responsive
SUP-11357,FNB,Yankee01,Pending,Low,1,65,2023-04-22,2024-07-27,Need follow-up
SUP-11358,FNA,India01,Open,Urgent,5,139,2024-03-06,2023-05-01,Unclear communication
SUP-11359,FNB,Hotel01,Open,Low,3,14,2024-02-04,2025-06-12,Slow response time
SUP-11360,FNA,Echo03,In Progress,Low,5,68,2024-05-05,2024-06-15,Slow response time
SUP-11361,FNB,Romeo01,Pending,High,2,7,2025-06-28,2023-08-28,Customer waited too long
SUP-11362,FNC,Delta02,Pending,High,3,23,2024-02-18,2024-06-22,Pending customer feedback
SUP-11363,FNA,Charlie01,In Progress,Medium,3,101,2025-07-29,2024-04-30,Pending customer feedback
SUP-11364,FNA,Bravo01,Closed,Medium,5,9,2024-09-29,2024-11-24,Product feature missing
SUP-11365,FNC,India03,Pending,High,3,129,2023-08-01,2024-04-06,Unclear communication
SUP-11366,FNA,Victor01,Closed,Medium,3,150,2025-07-09,2025-05-14,Pending customer feedback
SUP-11367,FNC,Golf04,Pending,Medium,3,72,2023-08-31,2023-03-24,Pending customer feedback
SUP-11368,FNB,Lima01,In Progress,High,5,105,2024-09-23,2024-04-15,Product feature missing
SUP-11369,FNA,Alpha02,In Progress,Urgent,5,46,2024-06-05,2024-09-29,Resolved after escalation
SUP-11370,FNC,Bravo02,In Progress,Low,5,144,2023-06-18,2023-04-28,Unclear communication
SUP-11371,FNB,Hotel03,Closed,Low,5,74,2023-02-28,2023-07-28,Need follow-up
SUP-11372,FNB,Hotel04,Open,High,4,146,2024-04-14,2025-07-23,Resolved after escalation
SUP-11373,FNA,Sierra03,Pending,High,1,80,2024-08-16,2023-04-15,Need follow-up
SUP-11374,FNB,Oscar03,In Progress,Medium,5,107,2025-03-31,2023-03-03,Slow response time
SUP-11375,FNC,Delta02,Open,Urgent,3,68,2024-07-20,2024-12-17,Customer waited too long
SUP-11376,FNA,Sierra02,Open,High,3,62,2023-02-25,2023-02-24,Customer waited too long
SUP-11377,FNA,Oscar03,Pending,Urgent,2,10,2024-07-10,2024-01-18,Excellent support
SUP-11378,FNA,Alpha01,In Progress,Medium,5,163,2023-05-09,2025-03-31,Unclear communication
SUP-11379,FNC,November03,In Progress,High,1,76,2025-03-30,2025-06-08,Slow response time
SUP-11380,FNA,Hotel03,In Progress,Urgent,4,72,2024-06-15,2023-07-14,Pending customer feedback
SUP-11381,FNB,Oscar03,Pending,Urgent,1,98,2025-04-30,2023-03-31,Slow response time
SUP-11382,FNB,Bravo04,Closed,Medium,2,145,2024-05-29,2023-04-22,Issue resolved quickly
SUP-11383,FNB,Quebec02,In Progress,Medium,1,125,2023-10-20,2024-01-20,Excellent support
SUP-11384,FNB,Yankee03,In Progress,Medium,5,4,2024-03-24,2023-05-08,Pending customer feedback
SUP-11385,FNC,Xray03,Open,High,2,138,2024-02-20,2023-09-28,Product feature missing
SUP-11386,FNC,Charlie04,Closed,Urgent,3,25,2023-08-16,2024-04-21,Resolved after escalation
SUP-11387,FNC,Hotel03,Open,Medium,5,26,2024-09-28,2023-04-02,Slow response time
SUP-11388,FNC,Yankee03,Open,Urgent,5,37,2024-03-24,2025-02-12,Issue resolved quickly
SUP-11389,FNA,Xray04,Closed,Urgent,2,64,2025-03-26,2023-02-03,Customer waited too long
SUP-11390,FNA,Uniform01,In Progress,Urgent,4,35,2024-02-24,2023-06-21,Slow response time
SUP-11391,FNB,Oscar01,Pending,Urgent,5,165,2025-06-25,2024-06-10,Customer waited too long
SUP-11392,FNA,Bravo04,Pending,Low,5,12,2025-06-26,2025-02-02,Excellent support
SUP-11393,FNC,Echo03,In Progress,Urgent,4,35,2023-12-27,2023-01-03,Need follow-up
SUP-11394,FNA,November01,Pending,High,1,133,2023-07-27,2024-06-18,Customer waited too long
SUP-11395,FNC,Yankee04,Closed,High,2,17,2024-01-14,2024-11-28,Pending customer feedback
SUP-11396,FNC,Charlie03,Open,Urgent,4,26,2023-08-09,2023-02-05,Excellent support
SUP-11397,FNC,Oscar01,In Progress,Medium,1,155,2024-10-17,2025-01-14,Unclear communication
SUP-11398,FNB,Romeo01,In Progress,High,4,73,2025-04-05,2025-04-28,Excellent support
SUP-11399,FNA,Oscar03,In Progress,Medium,5,4,2024-10-19,2024-06-11,Customer waited too long
SUP-11400,FNC,Golf04,In Progress,High,1,98,2024-09-29,2025-07-13,Excellent support
SUP-11401,FNB,Alpha02,In Progress,Urgent,1,34,2025-06-13,2023-08-29,Product feature missing
